brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,images_dir,s3_dir,product_dimensions
Adidas Originals,SUPERSTAR LUX WONDER BEIGEALUMINIUM,"₹ 14,999.00",Adidas India Pvt. Ltd.,Indonesia,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE2302,"RETRO TRAINERS CRAFTED FROM PREMIUM LEATHER. The adidas Superstar shoes have trekked across pitches, pavement, and stages — maybe next the red carpet? The classic silhouette gets a luxe upgrade with premium materials. The entire upper — right down to the signature shell toe — is crafted from soft premium leather, inside and out. Subtle monochrome panelling preserves all the classic design elements with an added air of elegance. The mellow palette adds versatility. Dress them up for formal functions or dress them down for everyday elegance — the choice is yours.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/superstar-lux-wonder-beige-aluminium,data/raw/superkicks/men-sneakers/images/adidas originals/superstar lux wonder beigealuminium,,
Converse,WMNS CHUCK TAYLOR ALL STAR LIFT TORTOISE LOW TOP MAGIC MAGIC PEACOCKEGRETTAWNY OWL,"₹ 5,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A05288C,"Some things never go out of style, like tortoise print and a fresh pair of platform Chucks. Now you can have both. These low-tops feature hits of tortoise shell print for an effortlessly trendy look. Dress 'em up, dress 'em down—you'll draw attention either way.  Details  Low-top platform shoe with 12oz cotton canvas upper OrthoLite cushioning for all-day comfort Tortoise shell hits for timeless style Tortoise-printed eyelets for an added pop Standard All Star license plate Elevation Height: 38mm",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-chuck-taylor-all-star-lift-tortoise-low-top-magic-magic-peacock-egret-tawny-owl,data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star lift tortoise low top magic magic peacockegrettawny owl,,
Adidas Originals,SUPERSTAR MAROONWONDER WHITEWHITE,"₹ 11,999.00",Adidas,Indonesia,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF8071,"SIGNATURE SHOES WITH A NEW TAKE ON THE TREFOIL. Cultural icon. Timeless must-have. Whatever you call the adidas Superstar shoes, you know they never go out of style. This release gives the Trefoil fresh perspective with an embossed detail on the tongue outlined for a high-contrast look. The confident look keeps going with a colourblocked design that stands out and adds the perfect punch to any casual outfit (dressy ones, too). A smooth leather upper looks luxe and feels great, and the rubber outsole rounds out the silhouette.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/superstar-maroon-wonder-white-white,data/raw/superkicks/men-sneakers/images/adidas originals/superstar maroonwonder whitewhite,,
Nike,DUNK LOW RETRO PREMIUM OIL GREENOLIVE AURA-PHANTOM,"₹ 9,695.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,shoe,1 Pair,Superkicks India Pvt. Ltd.,FB8895-300,"Created for the hardwood but taken to the streets, the '80s b-ball icon returns with classic details and throwback hoops flare. Channeling vintage style back onto the streets, its padded, low-cut collar lets you take your game anywhere—in comfort.Upper ages to soft perfection and features a durable construction reminiscent of '80s b-ball.Foam midsole offers lightweight, responsive cushioning.Rubber outsole with classic hoops pivot circle adds durability, traction, and heritage style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/dunk-low-retro-premium-oil-green-olive-aura-phantom,data/raw/superkicks/men-sneakers/images/nike/dunk low retro premium oil greenolive aura-phantom,,
Nike,BLAZER MID 77 PREMIUM SUMMIT WHITEBLACK-LIGHT SILVER,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,DZ2542-100,"Styled for the ‘70s. Loved in the ‘80s. Classic in the ‘90s. Ready for the future. The Blazer Mid delivers a timeless design that’s easy to wear, with a two-tone design and split logos referencing the past and present of Nike. Exposed foam on the tongue and a special midsole finish make it look like you’ve just pulled them from the history books. Go ahead—perfect your outfit.Textured leather ages to soft perfection.Originally designed for performance hoops, the durable construction, tough stitching and easy-entry lacing delivers comfort that lasts.Vulcanized construction fuses the sole to the upper for a flexible, broken-in feel.Solid rubber outsole with herringbone pattern adds durable traction and heritage style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/blazer-mid-77-premium-summit-white-black-light-silver,data/raw/superkicks/men-sneakers/images/nike/blazer mid 77 premium summit whiteblack-light silver,,
Converse,CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04545C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-blue-light-blue,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star bluelight blue,,
Jordan,AIR JORDAN 13 RETRO WHITEWHEAT,"₹ 19,295.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,414571-171,"TRUE TO FORM.The Air Jordan 13 Retro brings back the memorable game shoe that Michael Jordan wore during the '97-98 season, all the way to his 6th championship title. All the classic details are there like the quilted overlay, iconic sculpted midsole and holographic eye.Genuine leather and textile materials in the upper.Phylon midsole with encapsulated Zoom Air unit in the forefoot and heel.Rubber outsole pods are strategically placed to optimize traction and flexibility.More Details  Not intended for use as Personal Protective Equipment (PPE)",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-jordan-13-retro-white-wheat,data/raw/superkicks/men-sneakers/images/jordan/air jordan 13 retro whitewheat,,
Converse,WMNS CHUCK TAYLOR ALL STAR MOVE PLATFORM BLACK,"₹ 4,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,568497C,"HER MOVE. You already know our high-topthat canvas upper, the diamond pattern outsole, and iconic ankle patch. We streamlined this classic silhouette for her and dropped it into an ultra-lightweight EVA cupsole, giving you the Chuck Taylor All Star Move. With extra comfort and height. There she goes.  High-top, platform sneaker with canvas upper Classic star ankle patch Beveled-edge eyelets for modern look EVA cushioning makes it lightweight Die-cut SmartFOAM sockliner for extra comfort",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-hike-canvas-platform-black,data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star move platform black,,
Nike,AIR FORCE 1 07 TRIPLE WHITE,"₹ 7,495.00",LOTUS FOOTWEAR ENTERPRISES LIMITED,India,Nike India Private Limited,0.95 KG,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,CW2288-111,"The radiance lives on in the Nike Air Force 1 ’07, the b-ball OG that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of flash to make you shine.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-force-1-07-triple-white-1,data/raw/superkicks/men-sneakers/images/nike/air force 1 07 triple white,,
Converse,RUN STAR LEGACY CX HIGH TOP CONVERSE UTILITY UTILITYEGRETWHITE,"₹ 8,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A06154C,"The latest iteration of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  Details  High-top platform shoe with 12oz cotton canvas upper A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and tongue for ease of entry Iconic Chuck Taylor ankle patch Elevation Height: 49mm",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-high-top-converse-utility-utility-egret-white,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx high top converse utility utilityegretwhite,,
Converse,CHUCK 70 CRAFTED OLLIE PATCH VARSITY RED,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04499C,Get your hands on the Chuck 70 Crafted Ollie Patch from the best sneaker stockists around the world.    Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-crafted-ollie-patch-varsity-red,data/raw/superkicks/men-sneakers/images/converse/chuck 70 crafted ollie patch varsity red,,
Adidas Originals,RIVALRY 86 LOW OFF WHITECORE BLACKWONDER BEIGE,"₹ 10,999.00",Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7171,"SHOES THAT BRIDGE THE GAP BETWEEN SPORT AND STREET ATTITUDE. With roots in the 1980s basketball archives, adidas Rivalry shoes now have influence far beyond the hardwood. Adopted by skaters, punks and artists alike, they represent a certain nostalgia that also rocks attitude. Made with a leather and nubuck upper, this release has a low-profile and muted colours for a premium look. The rubber outsole provides traction and stability.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rivalry-86-low-off-white-core-black-wonder-beige,data/raw/superkicks/men-sneakers/images/adidas originals/rivalry 86 low off whitecore blackwonder beige,,
Reebok,CLUB C BULC VECTOR NAVYFEEL GOOD BLUECYBER MINT,"₹ 9,999.00",Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,100033731,Manufacturer : Reebok Country of Origin : Vietnam Imported By : Reebok India Pvt. Ltd. Weight : 0.95 KG Generic Name : Shoe Unit of Measurement : 1 Pair Marketed By : Superkicks India Pvt. Ltd. Article Code : 100033731,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/club-c-bulc-vector-navy-feel-good-blue-cyber-mint,data/raw/superkicks/men-sneakers/images/reebok/club c bulc vector navyfeel good bluecyber mint,,
Converse,CHUCK 70 NAVY,"₹ 5,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04589C,"Just in time for cooler weather, your favorite Chuck 70 gets refreshed for the season. Fall-ready canvas in lush colors help you add lasting style to your rotation. On shorter days and longer nights, this timeless look is always ready for you to style your way.  High-top shoe with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Iconic Converse egret midsole. Faux leather All Star patch.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-navy,data/raw/superkicks/men-sneakers/images/converse/chuck 70 navy,,
Puma,RS-X EFEKT MID GREYBLACK,"₹ 11,999.00",Puma,China,Puma India Pvt. Ltd.,0.95kg,shoe,1 Pair,Superkicks India Pvt. Ltd.,39075506,"The RS-X is back. The retro-futuristic silhouette of this sneaker returns with an improved aesthetic and chunky details, complete with nubuck and suede overlays. This combination creates a stunning look that shows off your stunning style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rs-x-efekt-mid-grey-black,data/raw/superkicks/men-sneakers/images/puma/rs-x efekt mid greyblack,,
Clarks Originals,WALLABEE LOW MAUVE,"₹ 14,999.00",Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26173639,"An iconic shoe to carry you through this season and many more, the beloved Wallabee returns in a mood-boosting mauve shade to energize your collection. Crafted with butter-soft suede for a premium feel, this iconic silhouette stays true to its design DNA with a chunky pebble crepe sole, waxy laces, and tonal logo fobs.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wallabee-low-mauve,data/raw/superkicks/men-sneakers/images/clarks originals/wallabee low mauve,,
Jordan,ZION 3 PF MINT FOAMCONCORD-PSYCHIC PURPLE,"₹ 12,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR0676-300,"Zion's third signature shoe celebrates the dedication he puts in to crafting his singular game. Packed with court-ready tech, it's designed for ballers who are masters of both land and air. Stay low and contained, explode skyward, with a cushioned return to earth. The Zion 3 helps hold you down—so you can fly your own way.Lateral ActionSide to side, left to right. Traction on the outsole helps you grip the court with every step, and a foam carrier in the midsole adds support for your ankle and heel.Up Fast, Down HardNike Air helps you get those powerful ups when you blast off the court—and adds cushioning on reentry.Get LowFor improved ground feel, we dropped in some Formula 23 foam. It's soft and responsive underfoot, helping you stay low in your movements.More Details  PF edition designed to run wide for play on outdoor courts.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/zion-3-pf-mint-foam-concord-psychic-purple,data/raw/superkicks/men-sneakers/images/jordan/zion 3 pf mint foamconcord-psychic purple,,
Nike,AIR MAX 1 SC PHOTON DUSTWHITE-COOL GREY-NOISE AQUA,"₹ 13,995.00",Nike India Pvt. Ltd.,china,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FB9660-001,"Laidback and easy to style, this Air Max 1 delivers everything from Parisian flair (the original was inspired by French architecture) to seasonally-perfect colors to groundbreaking comfort. Premium leather adorns the wavy mudguard and Swoosh logo, while soft suede and airy underlays nod to the '87 original. It's timeless for a reason.Leather, textile and mesh combine for a durable construction that's breathable and comfortable to wear all day.Originally designed for running, the Max Air unit delivers lightweight cushioning with every step.Foam midsole adds cushioning to last.Rubber outsole provides traction and durability.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-1-sc-photon-dust-white-cool-grey-noise-aqua,data/raw/superkicks/men-sneakers/images/nike/air max 1 sc photon dustwhite-cool grey-noise aqua,,
Nike,LEBRON NXXT GEN EP BLACKWOLF GREY-WHITE-LIGHT BONE,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR8788-005,"Whether you’re a dunk contest-like leaper or a below-the-rim wonder roaming the baseline, feel faster, lower to the court and assured in the LeBron NXXT Gen. We specifically tailored it to meet the demands of today’s fast-paced game, so that you can stay ahead of the opposition with your speed and force in all directions.Akron-InspiredThe multidirection traction pattern is a map of Akron, an ode to LeBron's roots and the city he continues to pour into.Smooth and ResponsiveThe large forefoot Zoom Air unit is curved to bend in multiple directions. It provides energy return for fast and responsive cornering and offers a flexible court feel that moves naturally with your foot. A top-loaded Zoom Air unit in the heel adds cushioning.Enhanced SensationThe foam in the midsole feels soft and smooth while keeping you low to the ground and enhancing the sensation of court feel.This version is made for outdoor court use with its extra-durable rubber outsole.Open-hole mesh on the upper is lightweight and durable.More Details  Alternate colors on left shoe and right shoe Graphic sublimation on insole",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/lebron-nxxt-gen-ep-black-wolf-grey-white-light-bone,data/raw/superkicks/men-sneakers/images/nike/lebron nxxt gen ep blackwolf grey-white-light bone,,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04547C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black-1,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star brownblack,,
Converse,CHUCK 70 CRAFTED OLLIE PATCH KHAKIOFF WHITE,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04500C,"all-ready canvas gets a bandana woven jacquard ollie patch to bring a crafted look to the premium Chuck 70. From the art studio, to wherever you feel most cozy, this look is easy to wear all-year long. WHY YOU SHOULD BE DOWN  High-top shoe with upper made from polyester canvas and bandana jacquard OrthoLite cushioning for all-day comfort Bandana woven jacquard ollie patch for crafted look Embroidered heel overlay Screenprinted canvas All Star patch with embroidered edge",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-crafted-ollie-patch-khaki-off-white,data/raw/superkicks/men-sneakers/images/converse/chuck 70 crafted ollie patch khakioff white,,
Converse,CHUCK TAYLOR ALL STAR CRUISE BLACKEGRETBLACK,"₹ 5,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04689C,Super lightweight and oh-so-comfortable? Must be the Chuck Taylor All Star Cruise. Dress ‘em up or keep ‘em casual—these ‘90s-inspired faves bring that signature Converse touch to any adventure. PRODUCT DETAILS  A lightweight canvas upper for that classic Chucks look and feel EVA-injected outsole combines with a foam midsole for lightweight support OrthoLite cushioning helps provide optimal comfort Suede overlays along the eyelets add durability Extra-wide laces nod to skate style,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-cruise-black-egret-black,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star cruise blackegretblack,,
Puma,PLEXUS SAND IVORYVAPOR GRAY,"₹ 11,999.00",Puma,China,Puma India Pvt. Ltd.,0.95kg,shoe,1 Pair,Superkicks India Pvt. Ltd.,39315701,"Ushering in an evolution in footwear, the Plexus challenges expectations of what a sneaker should look and feel like. It combines an athletic silhouette with a disruptive visual language, turning practical features like laces into a striking design highlight. This version takes inspiration from the desert and adds in our performance PUMAGRIP-ATR outsole, so you can tackle any trail.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/plexus-sand-ivory-vapor-gray,data/raw/superkicks/men-sneakers/images/puma/plexus sand ivoryvapor gray,,
Clarks Originals,WALLABEE CUP BURGUNDY COMBI,"₹ 14,999.00",Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26174512,"An iconic shoe to carry you through this season and many more, the beloved Wallabee returns in a mood-boosting mauve shade to energize your collection. Crafted with butter-soft suede for a premium feel, this iconic silhouette stays true to its design DNA with a chunky pebble crepe sole, waxy laces, and tonal logo fobs.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wallabee-cup-burgundy-combi,data/raw/superkicks/men-sneakers/images/clarks originals/wallabee cup burgundy combi,,
Nike,JA 1 NRG EP LIME BLASTOIL GREEN-BLACK-HEMP,"₹ 10,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FV5562-300,"Ja Morant became the superstar he is today by repeatedly sinking jumpers on crooked rims, jumping on tractor tires and dribbling through traffic cones in steamy South Carolina summers. The Ja 1 is a testament to his rise. With Zoom Air, it supports bunny hops and hyper speed without sacrificing comfort, so that you can control your own destiny on the court. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Behind the DesignJust when you think you're out of the game, and that you have nothing left to give, look down. These zombie-inspired Ja 1 shoes may just inspire you to come back from the dead and take the game into your own hands.Personal TouchJa’s signature, logo and jersey number are sketched in his own handwriting.Prepare for LiftoffA forefoot Zoom Air unit helps provide increased responsiveness and vertical acceleration. Plush cushioning in the midsole provides comfort when you come back to Earth after skying in the clouds.Stay SupportedA containment system and forefoot strap help keep your ankle and heel stable, so that you’re in control and supported whether you’re changing directions at high speeds, springing toward the rim, or staying in front of shifty ball-handlers on defense.Lightweight, breathable material on the upper helps keep your feet cool.Padded collar adds cushioning.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ja-1-nrg-ep-lime-blast-oil-green-black-hemp,data/raw/superkicks/men-sneakers/images/nike/ja 1 nrg ep lime blastoil green-black-hemp,,
Converse,RUN STAR LEGACY CX FUTURE COMFORT BEIGE,"₹ 8,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00868C,"The latest iteration of the best-selling Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  High-top platforms with upper made from about 50% recycled cotton canvas A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and canvas winged tongue for ease of entry Premium laces and a faux leather patch elevate the design",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-run-star-legacy-cx-future-comfort-beige,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx future comfort beige,,
Adidas Originals,SAMBA OG CLOUD WHITEGREEN,"₹ 10,999.00",Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG1024,"SAMBA ORIGINALS Born on the pitch, the Samba is a timeless icon of street style. This silhouette stays true to its legacy with a tasteful, low-profile, soft leather upper, suede overlays and gum sole, making it a staple in everyone's closet - on and off the pitch.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/samba-og-cloud-white-green,data/raw/superkicks/men-sneakers/images/adidas originals/samba og cloud whitegreen,,
Converse,CONS AS-1 PRO OPTICAL WHITE,"₹ 6,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04597C,"Experience CONS most innovative skate model to date, in a fresh colorway. Brought to you by one the world's top skateboarders, Alexis Sablone, the AS-1 Pro turns to retro skateboarding styles for a cupsole performance shoe unlike any other. Rubber pods jut through the upper for visible durability. For optimum boardfeel, an innovative coring system puts you closer to the board, and distributes impact cushioning beyond the sockliner. Finished with a herringbone outsole for maximum traction, giving you the best grip—straight out the box.  Low-top skateboarding shoe with a full leather upper for optimal durability. CX foam sockliner for impact cushioning. Engineered coring for increased cushioning. Durable cotton laces. Bold, color-pop Star Chevron.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/cons-as-1-pro-optical-white,data/raw/superkicks/men-sneakers/images/converse/cons as-1 pro optical white,,
Converse,CHUCK 70 PLUS HI BLACKEGRETBLACK,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00916C,"The Converse Chuck 70 Plus Canvas is a convincing new edition of the Converse classic and features a futuristic, black and white design with iconic details, also in Women's with smaller sizes. Eye-catchers are the asymmetrical lines and the split rubber, which give the chuck an expressive look. The characteristic logo patch in the ankle area should not be missing. The OrthoLite® insole allows for an optimally cushioned and therefore very pleasant walking experience.  Textile upper Lacing system Textile lining Rubber outsole Ventilation holes Rubber toe cap Metal eyelets",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-plus-hi-black-egret-black,data/raw/superkicks/men-sneakers/images/converse/chuck 70 plus hi blackegretblack,,
Nike,AIR MAX FLYKNIT RACER BLACKWHITE,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DJ6106-001,"Paying homage to both heritage and innovation, we've blended 2 icons (old and new) to go beyond what's expected in the Nike Air Max Flyknit Racer. Incredibly light and airy Flyknit pairs with oh-so-comfy Air Max cushioning. Lace up and let your feet do the talking.Retro Super PowerInspired by the 2012 FK Racer, the featherweight, form-fitting Flyknit upper is as revolutionary as it is good looking. Plus, the nearly seamless design adds a sporty edge.Best Made BetterThe modernized look of the Pre-Day tooling fits perfectly with this mashup of heritage meets innovation. With its chiseled heel and expressive window around the Air Max cushioning (originally designed for performance running) it delivers a fresh take on tried-and-true comfort.Soft synthetic suede detailing adds a classic touch.Collar sculpts the ankle for a track-inspired look.Foam midsole delivers springy cushioning.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-flyknit-racer-black-white,data/raw/superkicks/men-sneakers/images/nike/air max flyknit racer blackwhite,,
Converse,CHUCK TAYLOR ALL STAR CHARCOAL,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,1J793C,"We could tell you that it's the OG basketball shoe, created over 100 years ago. Or that the design has largely stayed the same, because why mess with a good thing. Or how it became the unofficial sneaker of all your favorite artists and musicians, who each made it their own. Yeah, we could share a lot of stories, but the one that matters most isn't ours it's yours. It's how and where you take your Chucks. The legacy is long, but what comes next is up to you. We just make the shoe. You make the stories.  Canvas upper is lightweight and durable The timeless silhouette you know and love High profile for classic coverage Medial eyelets enhance airflow Classic All Star ankle patch",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-charcoal,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star charcoal,,
Adidas Originals,GAZELLE SHADOW NAVY CLEAR BLUEGUM,"₹ 10,999.00",Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IG4988,"GAZELLE ORIGINALS Gazelle may have started as a trainer, but it's had a long run: this low-profile classic boasts a lightweight and suede upper that has been moving strong for over 70 years.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/gazelle-shadow-navy-clear-blue-gum,data/raw/superkicks/men-sneakers/images/adidas originals/gazelle shadow navy clear bluegum,,
Converse,RUN STAR LEGACY CX TORTOISE HIGH TOP BLACK,"₹ 8,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A06903C,"The latest iteration of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  Details  High-top platform shoe with canvas upper A CX foam midsole and sockliner help keep it lightweight and comfortable Distroted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and winged tongue for ease of entry Tortoise shell hits for a high-fashion look Elevation Height: 49mm",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-tortoise-high-top-black,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx tortoise high top black,,
