brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,images_dir,s3_dir,product_dimensions
Nike,AIR MAX 1 SC PHOTON DUSTWHITE-COOL GREY-NOISE AQUA,"₹ 13,995.00",Nike India Pvt. Ltd.,china,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FB9660-001,"Laidback and easy to style, this Air Max 1 delivers everything from Parisian flair (the original was inspired by French architecture) to seasonally-perfect colors to groundbreaking comfort. Premium leather adorns the wavy mudguard and Swoosh logo, while soft suede and airy underlays nod to the '87 original. It's timeless for a reason.Leather, textile and mesh combine for a durable construction that's breathable and comfortable to wear all day.Originally designed for running, the Max Air unit delivers lightweight cushioning with every step.Foam midsole adds cushioning to last.Rubber outsole provides traction and durability.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-1-sc-photon-dust-white-cool-grey-noise-aqua,data/raw/superkicks/men-sneakers/images/nike/air max 1 sc photon dustwhite-cool grey-noise aqua,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air max 1 sc photon dustwhite-cool grey-noise aqua,
Clarks Originals,WALLABEE CUP GREEN,"₹ 13,999.00",Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26174037,"An iconic shoe to carry you through this season and many more, the beloved Wallabee returns in a mood-boosting mauve shade to energize your collection. Crafted with butter-soft suede for a premium feel, this iconic silhouette stays true to its design DNA with a chunky pebble crepe sole, waxy laces, and tonal logo fobs.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wallabee-cup-green,data/raw/superkicks/men-sneakers/images/clarks originals/wallabee cup green,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/clarks originals/wallabee cup green,
Converse,CHUCK TAYLOR ALL STAR CRUISE BLACKEGRETBLACK,"₹ 5,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04689C,Super lightweight and oh-so-comfortable? Must be the Chuck Taylor All Star Cruise. Dress ‘em up or keep ‘em casual—these ‘90s-inspired faves bring that signature Converse touch to any adventure. PRODUCT DETAILS  A lightweight canvas upper for that classic Chucks look and feel EVA-injected outsole combines with a foam midsole for lightweight support OrthoLite cushioning helps provide optimal comfort Suede overlays along the eyelets add durability Extra-wide laces nod to skate style,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-cruise-black-egret-black,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star cruise blackegretblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star cruise blackegretblack,
Nike,JA 1 NRG EP LIME BLASTOIL GREEN-BLACK-HEMP,"₹ 10,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FV5562-300,"Ja Morant became the superstar he is today by repeatedly sinking jumpers on crooked rims, jumping on tractor tires and dribbling through traffic cones in steamy South Carolina summers. The Ja 1 is a testament to his rise. With Zoom Air, it supports bunny hops and hyper speed without sacrificing comfort, so that you can control your own destiny on the court. With its extra-durable rubber outsole, this version gives you traction for outdoor courts.Behind the DesignJust when you think you're out of the game, and that you have nothing left to give, look down. These zombie-inspired Ja 1 shoes may just inspire you to come back from the dead and take the game into your own hands.Personal TouchJa’s signature, logo and jersey number are sketched in his own handwriting.Prepare for LiftoffA forefoot Zoom Air unit helps provide increased responsiveness and vertical acceleration. Plush cushioning in the midsole provides comfort when you come back to Earth after skying in the clouds.Stay SupportedA containment system and forefoot strap help keep your ankle and heel stable, so that you’re in control and supported whether you’re changing directions at high speeds, springing toward the rim, or staying in front of shifty ball-handlers on defense.Lightweight, breathable material on the upper helps keep your feet cool.Padded collar adds cushioning.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/ja-1-nrg-ep-lime-blast-oil-green-black-hemp,data/raw/superkicks/men-sneakers/images/nike/ja 1 nrg ep lime blastoil green-black-hemp,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/ja 1 nrg ep lime blastoil green-black-hemp,
Converse,WMNS RUN STAR MOTION CX PLATFORM TORTOISE KHAKIOFF WHITE,"₹ 9,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04704C,"The latest iteration of the best-selling Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-run-star-motion-cx-platform-tortoise-off-white,data/raw/superkicks/men-sneakers/images/converse/wmns run star motion cx platform tortoise khakioff white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/wmns run star motion cx platform tortoise khakioff white,
Converse,CHUCK TAYLOR ALL STAR LOW TOP DRAGON SCALE HUNTER GREEN,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04548C,"Created in 1917 as a non-skid basketball shoe, the All Star was originally promoted for its superior court performance by basketball mastermind Chuck Taylor. But over the decades, something incredible happened: The sneaker, with its timeless silhouette and unmistakable ankle patch, was organically adopted by rebels, artists, musicians, dreamers, thinkers and originals.  Low top with cotton canvas upper OrthoLite cushioning for all-day comfort Expressive, on-trend colour palette Classic white foxing tape midsole with black pinstripes Iconic woven tongue label",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-low-top-dragon-scale-hunter-green,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star low top dragon scale hunter green,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star low top dragon scale hunter green,
Nike,P-6000 PREMIUM PHOTON DUSTKHAKI-LIGHT BONE-PALE IVORY,"₹ 10,795.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FQ8243-025,"A mash-up of Pegasus sneakers past, the P-6000 takes early 2000s running to modern heights. Featuring mixed materials and sporty lines, it's the perfect blend of head-turning comfort. Plus, the foam midsole adds a lifted, track-inspired stance and unbelievable cushioning. This iteration has a Hangul Nike monogram on the heel—an ode to the creator of the Korean alphabet.Leather, mesh and synthetic overlays add durability and breathability.Throwback design draws on the Pegasus 25 and Pegasus 2006.Cushioned insole delivers a comfortable underfoot feel.Rubber outsole gives you traction that lasts.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/p-6000-premium-photon-dust-khaki-light-bone-pale-ivory,data/raw/superkicks/men-sneakers/images/nike/p-6000 premium photon dustkhaki-light bone-pale ivory,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/p-6000 premium photon dustkhaki-light bone-pale ivory,
Puma,RS-X EFEKT MID GREYBLACK,"₹ 11,999.00",Puma,China,Puma India Pvt. Ltd.,0.95kg,shoe,1 Pair,Superkicks India Pvt. Ltd.,39075506,"The RS-X is back. The retro-futuristic silhouette of this sneaker returns with an improved aesthetic and chunky details, complete with nubuck and suede overlays. This combination creates a stunning look that shows off your stunning style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rs-x-efekt-mid-grey-black,data/raw/superkicks/men-sneakers/images/puma/rs-x efekt mid greyblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/puma/rs-x efekt mid greyblack,
Clarks Originals,WALLABEE CUP BURGUNDY COMBI,"₹ 14,999.00",Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26174512,"An iconic shoe to carry you through this season and many more, the beloved Wallabee returns in a mood-boosting mauve shade to energize your collection. Crafted with butter-soft suede for a premium feel, this iconic silhouette stays true to its design DNA with a chunky pebble crepe sole, waxy laces, and tonal logo fobs.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wallabee-cup-burgundy-combi,data/raw/superkicks/men-sneakers/images/clarks originals/wallabee cup burgundy combi,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/clarks originals/wallabee cup burgundy combi,
Jordan,ZION 3 PF MINT FOAMCONCORD-PSYCHIC PURPLE,"₹ 12,795.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DR0676-300,"Zion's third signature shoe celebrates the dedication he puts in to crafting his singular game. Packed with court-ready tech, it's designed for ballers who are masters of both land and air. Stay low and contained, explode skyward, with a cushioned return to earth. The Zion 3 helps hold you down—so you can fly your own way.Lateral ActionSide to side, left to right. Traction on the outsole helps you grip the court with every step, and a foam carrier in the midsole adds support for your ankle and heel.Up Fast, Down HardNike Air helps you get those powerful ups when you blast off the court—and adds cushioning on reentry.Get LowFor improved ground feel, we dropped in some Formula 23 foam. It's soft and responsive underfoot, helping you stay low in your movements.More Details  PF edition designed to run wide for play on outdoor courts.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/zion-3-pf-mint-foam-concord-psychic-purple,data/raw/superkicks/men-sneakers/images/jordan/zion 3 pf mint foamconcord-psychic purple,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/jordan/zion 3 pf mint foamconcord-psychic purple,
Nike,AIR MAX FLYKNIT RACER BLACKWHITE,"₹ 14,995.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DJ6106-001,"Paying homage to both heritage and innovation, we've blended 2 icons (old and new) to go beyond what's expected in the Nike Air Max Flyknit Racer. Incredibly light and airy Flyknit pairs with oh-so-comfy Air Max cushioning. Lace up and let your feet do the talking.Retro Super PowerInspired by the 2012 FK Racer, the featherweight, form-fitting Flyknit upper is as revolutionary as it is good looking. Plus, the nearly seamless design adds a sporty edge.Best Made BetterThe modernized look of the Pre-Day tooling fits perfectly with this mashup of heritage meets innovation. With its chiseled heel and expressive window around the Air Max cushioning (originally designed for performance running) it delivers a fresh take on tried-and-true comfort.Soft synthetic suede detailing adds a classic touch.Collar sculpts the ankle for a track-inspired look.Foam midsole delivers springy cushioning.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-max-flyknit-racer-black-white,data/raw/superkicks/men-sneakers/images/nike/air max flyknit racer blackwhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/air max flyknit racer blackwhite,
Puma,PUMA x PERKS AND MINI SUEDE VTG FRESH PEAR,"₹ 8,999.00",Puma,Indonesia,Puma India Pvt. Ltd.,0.95kg,Shoe,1 Pairs,Superkicks India Pvt. Ltd.,39476801,Back to the PAMPUMA island: The joint collaboration with Perks and Mini brings you back to the creative BIOVERSE. The new designs are made of robust materials and have light graphics and elements inspired by football. Like this version of the our Suede VTG sneakers. The vintage silhouette dons its signature suede upper for a look you can lounge in while on the island.,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/puma-x-perks-and-mini-suede-vtg-fresh-pear,data/raw/superkicks/men-sneakers/images/puma/puma x perks and mini suede vtg fresh pear,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/puma/puma x perks and mini suede vtg fresh pear,
Clarks Originals,WALLABEE LOW MAUVE,"₹ 14,999.00",Clarks Rellance Footwear Pvt. Ltd.,Vietnam,Clarks Rellance Footwear Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,26173639,"An iconic shoe to carry you through this season and many more, the beloved Wallabee returns in a mood-boosting mauve shade to energize your collection. Crafted with butter-soft suede for a premium feel, this iconic silhouette stays true to its design DNA with a chunky pebble crepe sole, waxy laces, and tonal logo fobs.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wallabee-low-mauve,data/raw/superkicks/men-sneakers/images/clarks originals/wallabee low mauve,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/clarks originals/wallabee low mauve,
Adidas Originals,RIVALRY 86 LOW OFF WHITECORE BLACKWONDER BEIGE,"₹ 10,999.00",Adidas India Pvt. Ltd.,China,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7171,"SHOES THAT BRIDGE THE GAP BETWEEN SPORT AND STREET ATTITUDE. With roots in the 1980s basketball archives, adidas Rivalry shoes now have influence far beyond the hardwood. Adopted by skaters, punks and artists alike, they represent a certain nostalgia that also rocks attitude. Made with a leather and nubuck upper, this release has a low-profile and muted colours for a premium look. The rubber outsole provides traction and stability.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/rivalry-86-low-off-white-core-black-wonder-beige,data/raw/superkicks/men-sneakers/images/adidas originals/rivalry 86 low off whitecore blackwonder beige,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/rivalry 86 low off whitecore blackwonder beige,
Converse,WMNS CHUCK TAYLOR ALL STAR MOVE PLATFORM WHITE,"₹ 4,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,568498C,"HER MOVE. You already know our high-topthat canvas upper, the diamond pattern outsole, and iconic ankle patch. We streamlined this classic silhouette for her and dropped it into an ultra-lightweight EVA cupsole, giving you the Chuck Taylor All Star Move. With extra comfort and height. There she goes.  High-top, platform sneaker with canvas upper Classic star ankle patch Beveled-edge eyelets for modern look EVA cushioning makes it lightweight Die-cut SmartFOAM sockliner for extra comfort",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-chuck-taylor-all-star-move-platform-white,data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star move platform white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star move platform white,
Jordan,AIR JORDAN 13 RETRO WHITEWHEAT,"₹ 19,295.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,414571-171,"TRUE TO FORM.The Air Jordan 13 Retro brings back the memorable game shoe that Michael Jordan wore during the '97-98 season, all the way to his 6th championship title. All the classic details are there like the quilted overlay, iconic sculpted midsole and holographic eye.Genuine leather and textile materials in the upper.Phylon midsole with encapsulated Zoom Air unit in the forefoot and heel.Rubber outsole pods are strategically placed to optimize traction and flexibility.More Details  Not intended for use as Personal Protective Equipment (PPE)",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/air-jordan-13-retro-white-wheat,data/raw/superkicks/men-sneakers/images/jordan/air jordan 13 retro whitewheat,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/jordan/air jordan 13 retro whitewheat,
Converse,RUN STAR LEGACY CX TORTOISE HIGH TOP BLACK,"₹ 8,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A06903C,"The latest iteration of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  Details  High-top platform shoe with canvas upper A CX foam midsole and sockliner help keep it lightweight and comfortable Distroted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and winged tongue for ease of entry Tortoise shell hits for a high-fashion look Elevation Height: 49mm",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-tortoise-high-top-black,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx tortoise high top black,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/run star legacy cx tortoise high top black,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 4,299.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04543C,"Just in time for cooler weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add standout style to your rotation. On those shorter days, why not add some color to your look?  High top with canvas upper. OrthoLite cushioning for all-day comfort. On-trend color palette. Durable polyester laces. Fused All Star patch.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star brownblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star brownblack,
Converse,RUN STAR LEGACY CX HIGH TOP CONVERSE UTILITY UTILITYEGRETWHITE,"₹ 8,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A06154C,"The latest iteration of the fan-favourite Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner help keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  Details  High-top platform shoe with 12oz cotton canvas upper A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and tongue for ease of entry Iconic Chuck Taylor ankle patch Elevation Height: 49mm",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-legacy-cx-high-top-converse-utility-utility-egret-white,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx high top converse utility utilityegretwhite,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/run star legacy cx high top converse utility utilityegretwhite,
Converse,WMNS CHUCK TAYLOR ALL STAR MOVE PLATFORM BLACK,"₹ 4,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,568497C,"HER MOVE. You already know our high-topthat canvas upper, the diamond pattern outsole, and iconic ankle patch. We streamlined this classic silhouette for her and dropped it into an ultra-lightweight EVA cupsole, giving you the Chuck Taylor All Star Move. With extra comfort and height. There she goes.  High-top, platform sneaker with canvas upper Classic star ankle patch Beveled-edge eyelets for modern look EVA cushioning makes it lightweight Die-cut SmartFOAM sockliner for extra comfort",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/run-star-hike-canvas-platform-black,data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star move platform black,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/wmns chuck taylor all star move platform black,
Nike,DUNK LOW RETRO PREMIUM OIL GREENOLIVE AURA-PHANTOM,"₹ 9,695.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,shoe,1 Pair,Superkicks India Pvt. Ltd.,FB8895-300,"Created for the hardwood but taken to the streets, the '80s b-ball icon returns with classic details and throwback hoops flare. Channeling vintage style back onto the streets, its padded, low-cut collar lets you take your game anywhere—in comfort.Upper ages to soft perfection and features a durable construction reminiscent of '80s b-ball.Foam midsole offers lightweight, responsive cushioning.Rubber outsole with classic hoops pivot circle adds durability, traction, and heritage style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/dunk-low-retro-premium-oil-green-olive-aura-phantom,data/raw/superkicks/men-sneakers/images/nike/dunk low retro premium oil greenolive aura-phantom,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/dunk low retro premium oil greenolive aura-phantom,
Nike,BLAZER MID 77 PREMIUM SUMMIT WHITEBLACK-LIGHT SILVER,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,DZ2542-100,"Styled for the ‘70s. Loved in the ‘80s. Classic in the ‘90s. Ready for the future. The Blazer Mid delivers a timeless design that’s easy to wear, with a two-tone design and split logos referencing the past and present of Nike. Exposed foam on the tongue and a special midsole finish make it look like you’ve just pulled them from the history books. Go ahead—perfect your outfit.Textured leather ages to soft perfection.Originally designed for performance hoops, the durable construction, tough stitching and easy-entry lacing delivers comfort that lasts.Vulcanized construction fuses the sole to the upper for a flexible, broken-in feel.Solid rubber outsole with herringbone pattern adds durable traction and heritage style.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/blazer-mid-77-premium-summit-white-black-light-silver,data/raw/superkicks/men-sneakers/images/nike/blazer mid 77 premium summit whiteblack-light silver,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/nike/blazer mid 77 premium summit whiteblack-light silver,
Converse,CHUCK 70 AT-CX FUTURE COMFORT OFF WHITE,"₹ 7,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A01682C,"Transforming the best ever into a style icon of the future, the Chuck 70 AT-CX delivers elevation like never before. A 50% recycled cotton canvas upper and tongue get a lift from a chunky CX foam midsole and sockliner for recycled, exaggerated comfort. Classic Chuck 70 details like a star ankle patch, aluminum eyelets, and cotton laces keep up the heritage look, while a diamond lugged outsole delivers additional traction.  High-top sneaker with 50% recycled cotton canvas upper TPU Bosey toe for added durability CX foam midsole and sockliner for added comfort Chuck 70 details like star ankle patch and cotton laces Diamond lugged outsole for additional traction",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-at-cx-future-comfort-off-white,data/raw/superkicks/men-sneakers/images/converse/chuck 70 at-cx future comfort off white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck 70 at-cx future comfort off white,
Converse,RUN STAR LEGACY CX FUTURE COMFORT BEIGE,"₹ 8,499.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00868C,"The latest iteration of the best-selling Run Star Hike, the Run Star Legacy CX mixes bold platform styling with premium comfort. A lightweight CX midsole and sockliner keep you light on your feet, while distorted Chuck Taylor design elements keep them guessing. A winged tongue and heel bumper allow for easy on and off, so nothing can slow you down.  High-top platforms with upper made from about 50% recycled cotton canvas A CX foam midsole and sockliner keep it lightweight and comfortable Distorted rubber pinstripe bumpers for style and easy-off functionality Exaggerated collar and canvas winged tongue for ease of entry Premium laces and a faux leather patch elevate the design",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/wmns-run-star-legacy-cx-future-comfort-beige,data/raw/superkicks/men-sneakers/images/converse/run star legacy cx future comfort beige,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/run star legacy cx future comfort beige,
Converse,CHUCK 70 PLUS HI BLACKEGRETBLACK,"₹ 6,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A00916C,"The Converse Chuck 70 Plus Canvas is a convincing new edition of the Converse classic and features a futuristic, black and white design with iconic details, also in Women's with smaller sizes. Eye-catchers are the asymmetrical lines and the split rubber, which give the chuck an expressive look. The characteristic logo patch in the ankle area should not be missing. The OrthoLite® insole allows for an optimally cushioned and therefore very pleasant walking experience.  Textile upper Lacing system Textile lining Rubber outsole Ventilation holes Rubber toe cap Metal eyelets",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-70-plus-hi-black-egret-black,data/raw/superkicks/men-sneakers/images/converse/chuck 70 plus hi blackegretblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck 70 plus hi blackegretblack,
Adidas Originals,CRAZY IIINFINITY SILVER METALLICCORE BLACKCREAM WHITE,"₹ 14,999.00",Adidas India Pvt. Ltd.,Vietnam,Adidas India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IE7687,"ATTENTION-GETTING ADIDAS SHOES WITH A FUTURISTIC SILHOUETTE. In a futuristic silhouette born from their polarising predecessor, the Crazy 1, these adidas shoes truly speak for themselves. Beyond their looks, the groundbreaking trainers keep you comfortable with their mid-cut design, uniquely moulded sidewalls and breathable upper.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/crazy-iiinfinity-silver-metallic-core-black-cream-white,data/raw/superkicks/men-sneakers/images/adidas originals/crazy iiinfinity silver metalliccore blackcream white,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/adidas originals/crazy iiinfinity silver metalliccore blackcream white,
Reebok,CLUB C BULC VECTOR NAVYFEEL GOOD BLUECYBER MINT,"₹ 9,999.00",Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,100033731,Manufacturer : Reebok Country of Origin : Vietnam Imported By : Reebok India Pvt. Ltd. Weight : 0.95 KG Generic Name : Shoe Unit of Measurement : 1 Pair Marketed By : Superkicks India Pvt. Ltd. Article Code : 100033731,men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/club-c-bulc-vector-navy-feel-good-blue-cyber-mint,data/raw/superkicks/men-sneakers/images/reebok/club c bulc vector navyfeel good bluecyber mint,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/reebok/club c bulc vector navyfeel good bluecyber mint,
Converse,CHUCK TAYLOR ALL STAR BROWNBLACK,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04547C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-brown-black-1,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star brownblack,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star brownblack,
Converse,CHUCK TAYLOR ALL STAR BLUELIGHT BLUE,"₹ 3,999.00",Converse,Vietnam,CAMP INDIA PVT LTD,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,A04545C,"Just in time for fall weather, your favorite Chucks get a fresh look for the season. Fall-ready canvas in trending colors help you add effortless style to your rotation. These easy-to-wear, expressive Chucks are yours to style however you want.  Low top with cotton canvas upper. OrthoLite cushioning for all-day comfort. Expressive, on-trend color palette. Classic white foxing tape midsole with black pinstripes. Iconic woven tongue label.",men-sneakers,https://www.superkicks.in/collections/men-sneakers,https://www.superkicks.in/products/chuck-taylor-all-star-blue-light-blue,data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star bluelight blue,s3://sneakers-ml/data/raw/superkicks/men-sneakers/images/converse/chuck taylor all star bluelight blue,
