brand,title,price,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,description,collection_name,collection_url,url,images_dir,s3_dir,product_dimensions
Nike,WMNS AIR FORCE 1 07 WHITEMYSTIC RED,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DZ2784-101,"The radiance lives on in the Air Force 1 ’07. This b-ball original puts a fresh spin on what you know best: durable stitched overlays, crisp leather and the perfect amount of gingham to make your look pop.Leather upper is easy to clean and easy to style.Originally designed for performance hoops, the Nike Air cushioning adds lightweight comfort that lasts.Padded, low-cut collar looks sleek and feels great.More Details  Perforations on the toe Foam midsole Rubber sole",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-white-mystic-red,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whitemystic red,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whitemystic red,
Adidas Originals,M&MS BRAND FORUM LOW 84  RED ,"₹ 9,999.00",,indonesia,adidas india Marking pvt Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,GZ1935,"Everyone has their favourite M&M'S Brand colours — what's yours? Show it off with these adidas Forum shoes. The iconic basketball silhouette comes to life with different M&M'S characters' personalities, each shoe representing a different one through colours and playful details. Even the 3-Stripes get the chocolaty goodness treatment with groove lines that mimic the M&M'S bag's edges. Peanut-coloured lining and a character on the sockliner drives the fun, unexpected look home.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/m-ms-brand-forum-low-84-red,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/m&ms brand forum low 84  red ,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/m&ms brand forum low 84  red ,
Jordan,WMNS AIR JORDAN 2 RETRO LOW SUMMIT WHITEVARSITY RED-ICE BLUE,"₹ 14,995.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DX4401-146,"Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and a Nike Air-Sole unit underfoot, this throwback serves the ultimate combo of wearability and style.Leather in the upper feels luxurious and adds durability.Nike Air-Sole unit in the heel delivers lightweight, responsive cushioning.Rubber outsole offers traction on a variety of surfaces.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-2-retro-low-summit-white-varsity-red-ice-blue,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low summit whitevarsity red-ice blue,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low summit whitevarsity red-ice blue,
Jordan,WMNS AIR JORDAN 1 MID BLACKLUCKY GREEN-AQUATONE-SAIL,"₹ 11,495.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,BQ6472-033,"HERITAGE STYLE, PREMIUM COMFORT ON AND OFF THE COURT.The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.Premium leather and synthetic upper provides durability, comfort and support.Air-Sole unit in the heel delivers signature cushioning.Rubber outsole offers traction on a variety of surfaces.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-mid-black-lucky-green-aquatone-sail,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid blacklucky green-aquatone-sail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid blacklucky green-aquatone-sail,
Nike,WMNS AIR FORCE 1 07 SAILOXYGEN PURPLE,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,DV7470-100,"The radiance lives on in the Nike Air Force 1 ’07, the b-ball icon that puts a fresh spin on what you know best: durable stitched overlays, clean finishes and the perfect amount of flash to make you shine.Leather upper ages to soft perfection.Originally designed for performance hoops, the Nike Air cushioning adds lightweight, all-day comfort.Padded, low-cut collar looks sleek and feels great.More Details  Foam midsole Perforations on the toe Rubber sole",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-sail-oxygen-purple,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 sailoxygen purple,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 sailoxygen purple,
Jordan,WMNS AIR JORDAN 11 RETRO LOW WHITETOUR YELLOW-WHITE,"₹ 17,495.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,AH7860-107,The legendary design of the Air Jordan 11 redefined the look of basketball. A full-length cushioning unit outfits the iconic silhouette with extra-plush comfort.Durable materials in the upper give you an iconic look that lasts.Composite shank enhances mid-foot support.Rubber outsole with multidirectional pattern for traction and durability.,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-11-retro-low-white-tour-yellow-white,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 11 retro low whitetour yellow-white,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 11 retro low whitetour yellow-white,
Jordan,WMNS AIR JORDAN 5 RETRO LOW INDIGO HAZEFIRE RED-METALLIC SILVER,"₹ 16,995.00",Nike India Pvt. Ltd.,China,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FJ4563-500,"Chop the top off, why not? All the key elements of the original AJ5 are here, now in a low-profile design. The unmissable midsole is set off by reflective uppers that really help your kicks shine. And lace locks mean you only have to tie your shoes once. (Which is cool, but tying your shoes is a good pose for a 'fit pic—so you might have to pretend sometimes.)Synthetic leather, durable textile materials and plastic lace loops provide structure.Nike Air units in the forefoot and heel provide lightweight cushioning.Reflective design in the uppers lets you stand out from the crowd.More Details  This product is not intended for use as Personal Protective Equipment (PPE) Rubber outsole",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-5-retro-low-indigo-haze-fire-red-metallic-silver,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 5 retro low indigo hazefire red-metallic silver,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 5 retro low indigo hazefire red-metallic silver,
Nike,AIR FORCE 1 07 SE YELLOWWHITE,"₹ 9,695.00",Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DQ7582-700,"Celebrating 40 years of pushing sport and fashion boundaries, this commemorative AF1 mixes elements from beloved launches to highlight the timeless design’s place in sneaker history. Gold accents, a debossed *40* on the heel and an honorary tongue label are just a few of the embellishments inviting you to the party. Completing the look, crisp leather in bold colors delivers a grand finale. Happy anniversary!  Birthday Invitation Dubrae and top eyelets (done up with a polished gold finish) celebrate the 40th anniversary. Party Favors The custom tongue label blends past AF1 logos, while ""82-22"" on the sockliner honors AF1 style. Tried and True From tough stitching to pristine materials to the cupsole design, it delivers durable style that’s smoother than backboard glass. Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort. Rubber outsole with classic pivot circle pattern gives you traction and durability. Padded, low-cut collar looks sleek and feels great.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/air-force-1-07-se-yellow-white,data/raw/superkicks/women-basketball-sneakers/images/nike/air force 1 07 se yellowwhite,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/air force 1 07 se yellowwhite,
Adidas,BYW SELECT ECRU TINTBLUE,"₹ 13,999.00",adidas India Marketing Private Ltd.,Indonesia,adidas India Marketing Private Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,HQ4425,"BASKETBALL SHOES WITH A SOFT AND SPRINGY FEEL. Keep that pep in your step all game long. These adidas basketball shoes have Lightstrike cushioning that keeps you comfortable without weighing you down. BOOST returns energy with every step you take on the hardwood, so you always have fuel left in the tank to perform in the clutch.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/copy-of-wmns-forum-low-black-off-white,data/raw/superkicks/women-basketball-sneakers/images/adidas/byw select ecru tintblue,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas/byw select ecru tintblue,
Jordan,WMNS AIR JORDAN 1 LOW SE TEAM GOLDSAIL,"₹ 10,295.00",Nike,China,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FN3722-701,"It's all about the energy. Just like the original that debuted in 1985, the AJ1 Low offers a clean, classic look that's familiar yet always fresh. Featuring subtle earth tones, these Jordans are sure to maintain your high vibrations.Encapsulated Nike Air-Sole unit provides lightweight cushioning.Outsole enhances traction on a variety of surfaces.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-low-se-team-gold-sail,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 low se team goldsail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 low se team goldsail,
Jordan,WMNS AIR JORDAN 1 MID SE BLEACHED TURQSKY J TEAL-BARELY GREEN,"₹ 12,295.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DZ3745-300,"Dope sneakers count as self-care. And with colors inspired by the aisles of your neighborhood beauty supply store (plus cloud-like Nike Air cushioning underfoot), these mid-top J's will have you feeling anything but mid. Go ahead—treat yourself.Two sets of laces lets you switch it up.Patent leather toe overlays and textile underlays create a mixed-media effect.Nike Air-Sole unit in the heel delivers signature cushioning.Rubber outsole offers traction on a variety of surfaces.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-mid-se-bleached-turq-sky-j-teal-barely-green,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid se bleached turqsky j teal-barely green,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid se bleached turqsky j teal-barely green,
Adidas Originals,WMNS FORUM MID TENNIS SILVER VIOLETWONDER TAUPEWHITE,"₹ 10,999.00",Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF5169,"MID-CUT SHOE WITH AUTHENTIC HOOPS STYLE What makes Forum sneakers iconic? His legacy on the basketball courts? The fact that music legends used them? Its timeless appeal? We believe all of the above. These adidas shoes combine elements of the classic '80s model: the X detail, the adjustable ankle strap and the rubber cupsole sole. Combined with a nubuck upper, muted earth tones, and French terry lining, this allows you to hit the streets in style.",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-forum-mid-tennis-silver-violet-wonder-taupe-white,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/wmns forum mid tennis silver violetwonder taupewhite,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/wmns forum mid tennis silver violetwonder taupewhite,
Nike,WMNS AIR FORCE 1 07 FIREBERRYFIERCE PINK-FIREBERRY,"₹ 8,195.00",Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DD8959-600,"LEGENDARY STYLE REFINED.The radiance lives on in the Nike Air Force 1 ’07, the b-ball icon that puts a fresh spin on what you know best: crisp leather, bold colors and the perfect amount of flash to make you shine.The stitched leather overlays on the upper add heritage style, durability and support.Originally designed for hoops, Nike Air cushioning adds lightweight, all-day comfort.The low-cut silhouette adds a clean, streamlined look.The padded collar feels soft and comfortable.More Details  Foam midsole Perforations on the toe",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-fireberry-fierce-pink-fireberry,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 fireberryfierce pink-fireberry,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 fireberryfierce pink-fireberry,
Nike,WMNS AIR FORCE 1 07 WHITEUNIVERSITY BLUE,"₹ 9,695.00",Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DZ2784-100,"The radiance lives on in the Air Force 1 ’07. This b-ball original puts a fresh spin on what you know best: durable stitched overlays, crisp leather and the perfect amount of gingham to make your look pop.Leather upper is easy to clean and easy to style.Originally designed for performance hoops, the Nike Air cushioning adds lightweight comfort that lasts.Padded, low-cut collar looks sleek and feels great.More Details  Perforations on the toe Foam midsole Rubber sole",women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-white-university-blue,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteuniversity blue,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteuniversity blue,
